"","INSTNM","CITY","INSTURL","Ranking","ADM_RATE","CONTROL","HIGHDEG","FAMINC"
"557","Bay Path University","Longmeadow","www.baypath.edu","> 230","0.5992","Private nonprofit","Graduate degree","46031.907997"
"558","Bay State College","Boston","www.baystate.edu","> 230","0.3859","Private for-profit","Bachelor's degree","40425.003145"
"559","Bay State School of Technology","Canton","www.baystatetech.org","> 230","NULL","Private for-profit","Certificate degree","25745.211382"
"560","Bayamon Community College","Bayamon","www.bccpr.org","> 230","NULL","Private for-profit","Certificate degree","4872.5198238"
"561","Baylor College of Medicine","Houston","www.bcm.edu","> 230","NULL","Private nonprofit","Graduate degree","PrivacySuppressed"
"562","Baylor University","Waco","www.baylor.edu","78","0.3972","Private nonprofit","Graduate degree","104705.36935"
"563","Bayshire Academy of Beauty Craft Inc","Bay City","www.bayshirebeautyacademy.edu","> 230","NULL","Private for-profit","Certificate degree","14648.866667"
"564","BCI","Brookline","bostoncareer.org","> 230","NULL","Private nonprofit","Certificate degree","15602.133333"
"565","Be'er Yaakov Talmudic Seminary","Spring Valley","beeryaakovtalmudicalseminary.com","> 230","0.948","Private nonprofit","Bachelor's degree","19820.801418"
"566","Beacon College","Leesburg","www.beaconcollege.edu","> 230","0.4831","Private nonprofit","Bachelor's degree","82807.212329"
"567","Beal College","Bangor","www.bealcollege.edu/","> 230","NULL","Private for-profit","Associate degree","29205.470175"
"568","Beau Monde College of Hair Design","Portland","www.beaumondeacademy.com","> 230","NULL","Private for-profit","Certificate degree","29834.767296"
"569","Beau Monde College of Hair Design-Beau Monde Academy of Cosmetology","Portland","www.beaumondeacademy.com","> 230","NULL","Private for-profit","Certificate degree","29834.767296"
"570","Beaufort County Community College","Washington","www.beaufortccc.edu","> 230","NULL","Public","Associate degree","20866.394068"
"571","Beaumont Adult School","Beaumont","bas.beaumontusd.us/","> 230","NULL","Public","Certificate degree","23474.822785"
"572","Beauty Academy","Wenatchee","www.beautyacademywenatchee.com","> 230","NULL","Private for-profit","Certificate degree","30101.045455"
"573","Beauty Academy of South Florida","Hialeah Gardens","www.basf.edu","> 230","NULL","Private for-profit","Certificate degree","8789.5466667"
"574","Beauty Anatomy Institute of Cosmetology and Wellness","Pompano Beach","www.beautyanatomy.com","> 230","NULL","Private for-profit","Certificate degree","13601.345238"
"575","Beauty School of Middletown","Middletown","www.thebeautyschoolofmiddletown.com","> 230","NULL","Private for-profit","Certificate degree","30249.376471"
"576","Beauty Schools of America","Miami Beach","www.bsa.edu","> 230","NULL","Private for-profit","Certificate degree","12552.04701"
"577","Beauty Schools of America-Hialeah","Hialeah","www.bsa.edu","> 230","NULL","Private for-profit","Certificate degree","12552.04701"
"578","Beauty Schools of America-Homestead","Homestead","www.bsa.edu","> 230","NULL","Private for-profit","Certificate degree","12552.04701"
"579","Beauty Schools of America-Miami","Miami","www.bsa.edu","> 230","NULL","Private for-profit","Certificate degree","12552.04701"
"580","Beauty Schools of America-North Miami Beach","North Miami Beach","www.bsa.edu","> 230","NULL","Private for-profit","Certificate degree","12552.04701"
"581","Beauty Technical College Inc","Tahlequah","www.beautytechnicalcollege.com","> 230","NULL","Private for-profit","Certificate degree","6268.3414634"
"582","Beaver Falls Beauty Academy","Beaver Falls","bfbeauty.com/","> 230","NULL","Private for-profit","Certificate degree","25635.225352"
"583","Becker College","Worcester","www.becker.edu","> 230","0.6534","Private nonprofit","Bachelor's degree","74176.725573"
"584","Beckfield College-Florence","Florence","www.beckfield.edu","> 230","NULL","Private for-profit","Bachelor's degree","24390.543241"
"585","Beckfield College-Tri-County","Springdale","www.beckfield.edu","> 230","NULL","Private for-profit","Associate degree","24390.543241"
"586","Beis Medrash Heichal Dovid","Far Rockaway","baismedrashheichaldovid.com","> 230","0.8657","Private nonprofit","Graduate degree","56837.65"
"587","Bel-Rea Institute of Animal Technology","Denver","www.bel-rea.com","> 230","0.3196","Private for-profit","Associate degree","45741.136646"
"588","Belanger School of Nursing","Schenectady","www.ellisbelangerschoolofnursing.org","> 230","0.4286","Private nonprofit","Associate degree","45714.690909"
"589","Belhaven University","Jackson","www.belhaven.edu","> 230","0.4256","Private nonprofit","Graduate degree","39294.298731"
"590","Bell Mar Beauty College","Cicero","www.bellmar.edu","> 230","NULL","Private for-profit","Certificate degree","14901.98"
"591","Bella Academy of Cosmetology","Oshkosh","www.bellaacademyoshkosh.com/","> 230","NULL","Private for-profit","Certificate degree","35580.5"
"592","Bella Capelli Academy","Monroeville","monroeville.paulmitchell.edu/","> 230","NULL","Private for-profit","Certificate degree","53887.177177"
"593","Bella Cosmetology College","Winnsboro","bellacollege.com","> 230","NULL","Private for-profit","Certificate degree","32578.4"
"594","Bellarmine University","Louisville","www.bellarmine.edu","> 230","0.8245","Private nonprofit","Graduate degree","80285.09942"
"595","Belle Academy of Cosmetology","Waterbury","www.belleacademy.com","> 230","NULL","Private for-profit","Certificate degree","15093.833333"
"596","Bellevue College","Bellevue","https://bellevuecollege.edu","> 230","NULL","Public","Bachelor's degree","33793.052985"
"597","Bellevue University","Bellevue","www.bellevue.edu","> 230","NULL","Private nonprofit","Graduate degree","44803.456709"
"598","Bellin College","Green Bay","https://www.bellincollege.edu","> 230","0.8913","Private nonprofit","Graduate degree","83639.088785"
"599","Bellingham Technical College","Bellingham","www.btc.edu","> 230","NULL","Public","Associate degree","25879.519673"
"600","Bellus Academy","Manhattan","www.bellusacademy.edu","> 230","NULL","Private for-profit","Certificate degree","35767.330739"
"601","Bellus Academy-El Cajon","El Cajon","www.bellusacademy.edu","> 230","NULL","Private for-profit","Certificate degree","36927.867925"
"602","Bellus Academy-National City","National City","www.bellusacademy.edu","> 230","NULL","Private for-profit","Certificate degree","25035.75873"
"603","Bellus Academy-Poway","Poway","www.bellusacademy.edu","> 230","NULL","Private for-profit","Certificate degree","35767.330739"
"604","Belmont Abbey College","Belmont","www.belmontabbeycollege.edu","> 230","0.9737","Private nonprofit","Bachelor's degree","73946.762861"
"605","Belmont College","Saint Clairsville","www.belmontcollege.edu","> 230","NULL","Public","Associate degree","38306.253754"
"606","Belmont University","Nashville","www.belmont.edu","> 230","0.8104","Private nonprofit","Graduate degree","110626.41826"
"607","Beloit College","Beloit","www.beloit.edu","> 230","0.6986","Private nonprofit","Bachelor's degree","89512.268245"
"608","Bemidji State University","Bemidji","www.bemidjistate.edu","> 230","0.6408","Public","Graduate degree","68475.43143"
"609","Ben Franklin Career Center","Dunbar","benfranklinctc.weebly.com","> 230","NULL","Public","Certificate degree","16899.777778"
"610","Bene's Career Academy","New Port Richey","https://www.benes.edu","> 230","NULL","Private for-profit","Certificate degree","16289.334"
"611","Benedict College","Columbia","www.benedict.edu","> 230","NULL","Private nonprofit","Bachelor's degree","24304.780213"
"612","Benedictine College","Atchison","www.benedictine.edu","> 230","0.6924","Private nonprofit","Graduate degree","103411.45627"
"613","Benedictine University","Lisle","www.ben.edu","221","NULL","Private nonprofit","Graduate degree","64085.528805"
"614","Benjamin Franklin Institute of Technology","Boston","www.bfit.edu/","> 230","NULL","Public","Bachelor's degree","32188.660714"
"615","Bennett Career Institute","Washington","www.bennettcareerinstitute.org","> 230","NULL","Private for-profit","Certificate degree","17539.751055"
"616","Bennett College","Greensboro","www.bennett.edu/","> 230","0.9751","Private nonprofit","Bachelor's degree","35166.730104"
"617","Bennington College","Bennington","www.bennington.edu","> 230","0.5995","Private nonprofit","Graduate degree","99072.3125"
"618","Bentley University","Waltham","www.bentley.edu","> 230","0.4632","Private nonprofit","Graduate degree","123843.35089"
"619","Berea College","Berea","https://www.berea.edu","> 230","0.328","Private nonprofit","Bachelor's degree","26326.125444"
"620","Bergen Community College","Paramus","www.bergen.edu","> 230","NULL","Public","Associate degree","36994.87859"
"621","Bergin University of Canine Studies","Rohnert Park","www.berginu.edu","> 230","NULL","Private nonprofit","Graduate degree","50208.947368"
"622","Berk Trade and Business School","Long Island City","www.berktradeschool.com","> 230","NULL","Private for-profit","Certificate degree","21754.827273"
"623","Berkeley City College","Berkeley","www.berkeleycitycollege.edu/wp/","> 230","NULL","Public","Associate degree","19430.411111"
"624","Berkeley College-New York","New York","www.BerkeleyCollege.edu","> 230","NULL","Private for-profit","Bachelor's degree","24407.315528"
"625","Berkeley College-Woodland Park","Woodland Park","www.BerkeleyCollege.edu","> 230","NULL","Private for-profit","Bachelor's degree","30651.63561"
"626","Berklee College of Music","Boston","www.berklee.edu","> 230","0.3384","Private nonprofit","Graduate degree","78637.270005"
"627","Berks Career & Technology Center","Leesport","www.berkscareer.com","> 230","NULL","Public","Certificate degree","47708.545455"
"628","Berks Technical Institute","Wyomissing","www.berks.edu","> 230","NULL","Private for-profit","Associate degree","20348.08723"
"629","Berkshire Community College","Pittsfield","www.berkshirecc.edu","> 230","NULL","Public","Associate degree","33919.081448"
"630","Berry College","Mount Berry","www.berry.edu","> 230","0.6209","Private nonprofit","Graduate degree","98593.749337"
"631","Best Care College","East Orange","bestcarehealth.com","> 230","NULL","Private for-profit","Certificate degree","26799.256881"
"632","Bet Medrash Gadol Ateret Torah","Brooklyn","betmedrashgadolaterettorah.com","> 230","0.5385","Private nonprofit","Bachelor's degree","34318.65625"
"633","Beth Hamedrash Shaarei Yosher Institute","Brooklyn","bethhamedrashshaareiyosher.com","> 230","0.8333","Private nonprofit","Bachelor's degree","18336.277778"
"634","Beth Hatalmud Rabbinical College","Brooklyn","bethhatalmud.com","> 230","0.6","Private nonprofit","Bachelor's degree","PrivacySuppressed"
"635","Beth Medrash Govoha","Lakewood","yeshivanotices.org","> 230","NULL","Private nonprofit","Graduate degree","22904.079186"
"636","Beth Medrash Meor Yitzchok","Monsey","bethmedrashmeoryitzchok.com","> 230","0.359","Private nonprofit","Bachelor's degree","24432.735849"
"637","Beth Medrash of Asbury Park","Lakewood","Baismedrashzichronmeir.com","> 230","0.6","Private nonprofit","Bachelor's degree","28776.909091"
"638","Bethany College","Lindsborg","www.bethanylb.edu","> 230","0.638","Private nonprofit","Bachelor's degree","62970.206681"
"639","Bethany College","Bethany","www.bethanywv.edu","> 230","0.6456","Private nonprofit","Graduate degree","65508.967254"
"640","Bethany Global University","Bloomington","https://www.bethanygu.edu/","> 230","0.9155","Private nonprofit","Graduate degree","61403.327957"
"641","Bethany Lutheran College","Mankato","www.blc.edu","> 230","0.8049","Private nonprofit","Bachelor's degree","75590.298805"
"642","Bethany Theological Seminary","Richmond","www.bethanyseminary.edu","> 230","NULL","Private nonprofit","Graduate degree","PrivacySuppressed"
"643","Bethel College","Hampton","bcva.edu","> 230","NULL","Private nonprofit","Bachelor's degree","38342.8"
"644","Bethel College-Indiana","Mishawaka","www.bethelcollege.edu","> 230","0.9777","Private nonprofit","Graduate degree","56255.525358"
"645","Bethel College-North Newton","North Newton","www.bethelks.edu","> 230","0.5597","Private nonprofit","Bachelor's degree","54012.945783"
"646","Bethel Seminary-San Diego","San Diego","https://www.bethel.edu","> 230","NULL","Private nonprofit","Graduate degree","93140.148627"
"647","Bethel Seminary-St Paul","Saint Paul","https://www.bethel.edu","> 230","NULL","Private nonprofit","Graduate degree","93140.148627"
"648","Bethel University","Saint Paul","https://www.bethel.edu","> 230","0.8237","Private nonprofit","Graduate degree","93140.148627"
"649","Bethel University","McKenzie","www.bethelu.edu/","> 230","0.6652","Private nonprofit","Graduate degree","36931.734644"
"650","Bethesda University","Anaheim","www.buc.edu","> 230","NULL","Private nonprofit","Graduate degree","26031.78125"
"651","Bethune-Cookman University","Daytona Beach","www.cookman.edu","> 230","NULL","Private nonprofit","Graduate degree","31056.271739"
